epoch 0:	style:8.08e-02 	 Rec:8.08e-02 	 Color:1.91e-01 	Time: 0.01
epoch 50:	style:3.18e-02 	 Rec:1.19e-02 	 Color:1.82e-01 	Time: 0.69
epoch 100:	style:2.63e-02 	 Rec:8.38e-03 	 Color:1.82e-01 	Time: 0.69
epoch 150:	style:3.06e-02 	 Rec:8.43e-03 	 Color:1.75e-01 	Time: 0.63
epoch 200:	style:2.46e-02 	 Rec:6.62e-03 	 Color:1.67e-01 	Time: 0.62
epoch 250:	style:2.54e-02 	 Rec:5.65e-03 	 Color:1.67e-01 	Time: 0.63
epoch 300:	style:2.36e-02 	 Rec:4.82e-03 	 Color:1.66e-01 	Time: 0.62
epoch 350:	style:2.34e-02 	 Rec:4.12e-03 	 Color:1.69e-01 	Time: 0.68
epoch 400:	style:2.39e-02 	 Rec:4.35e-03 	 Color:1.64e-01 	Time: 0.68
epoch 450:	style:2.29e-02 	 Rec:3.90e-03 	 Color:1.63e-01 	Time: 0.64
epoch 500:	style:2.49e-02 	 Rec:3.64e-03 	 Color:1.63e-01 	Time: 0.64
epoch 550:	style:2.27e-02 	 Rec:3.22e-03 	 Color:1.59e-01 	Time: 0.64
epoch 600:	style:2.17e-02 	 Rec:3.02e-03 	 Color:1.53e-01 	Time: 0.64
epoch 650:	style:2.45e-02 	 Rec:2.83e-03 	 Color:1.54e-01 	Time: 0.65
epoch 700:	style:3.03e-02 	 Rec:2.10e-03 	 Color:1.44e-01 	Time: 0.64
epoch 750:	style:2.60e-02 	 Rec:2.52e-03 	 Color:1.51e-01 	Time: 0.64
epoch 800:	style:2.48e-02 	 Rec:2.37e-03 	 Color:1.44e-01 	Time: 0.64
epoch 850:	style:2.38e-02 	 Rec:2.02e-03 	 Color:1.46e-01 	Time: 0.64
epoch 900:	style:2.61e-02 	 Rec:1.92e-03 	 Color:1.46e-01 	Time: 0.64
epoch 950:	style:2.01e-02 	 Rec:2.10e-03 	 Color:1.41e-01 	Time: 0.65
epoch 1000:	style:2.24e-02 	 Rec:1.58e-03 	 Color:1.41e-01 	Time: 0.64
epoch 1050:	style:2.27e-02 	 Rec:1.66e-03 	 Color:1.43e-01 	Time: 0.64
epoch 1100:	style:2.32e-02 	 Rec:1.75e-03 	 Color:1.44e-01 	Time: 0.64
epoch 1150:	style:2.15e-02 	 Rec:1.85e-03 	 Color:1.41e-01 	Time: 0.64
epoch 1200:	style:2.30e-02 	 Rec:1.66e-03 	 Color:1.29e-01 	Time: 0.64
epoch 1250:	style:2.14e-02 	 Rec:2.61e-03 	 Color:1.34e-01 	Time: 0.65
epoch 1300:	style:2.31e-02 	 Rec:1.09e-03 	 Color:1.39e-01 	Time: 0.64
epoch 1350:	style:2.01e-02 	 Rec:2.24e-03 	 Color:1.31e-01 	Time: 0.64
epoch 1400:	style:2.34e-02 	 Rec:2.61e-03 	 Color:1.28e-01 	Time: 0.64
epoch 1450:	style:2.31e-02 	 Rec:1.36e-03 	 Color:1.32e-01 	Time: 0.64
epoch 1500:	style:1.97e-02 	 Rec:1.24e-03 	 Color:1.38e-01 	Time: 0.64
epoch 1550:	style:2.20e-02 	 Rec:1.28e-03 	 Color:1.20e-01 	Time: 0.65
epoch 1600:	style:1.94e-02 	 Rec:1.76e-03 	 Color:1.27e-01 	Time: 0.64
epoch 1650:	style:2.19e-02 	 Rec:1.35e-03 	 Color:1.26e-01 	Time: 0.64
epoch 1700:	style:2.10e-02 	 Rec:9.70e-04 	 Color:1.23e-01 	Time: 0.64
epoch 1750:	style:1.94e-02 	 Rec:1.93e-03 	 Color:1.24e-01 	Time: 0.64
epoch 1800:	style:2.20e-02 	 Rec:1.20e-03 	 Color:1.25e-01 	Time: 0.64
epoch 1850:	style:2.01e-02 	 Rec:9.74e-04 	 Color:1.22e-01 	Time: 0.64
epoch 1900:	style:2.16e-02 	 Rec:1.09e-03 	 Color:1.22e-01 	Time: 0.64
epoch 1950:	style:1.93e-02 	 Rec:1.44e-03 	 Color:1.25e-01 	Time: 0.64
epoch 2000:	style:1.96e-02 	 Rec:1.46e-03 	 Color:1.22e-01 	Time: 0.64
epoch 2050:	style:2.17e-02 	 Rec:1.61e-03 	 Color:1.06e-01 	Time: 0.64
epoch 2100:	style:1.79e-02 	 Rec:1.13e-03 	 Color:1.13e-01 	Time: 0.64
epoch 2150:	style:1.76e-02 	 Rec:8.34e-04 	 Color:1.08e-01 	Time: 0.64
epoch 2200:	style:1.88e-02 	 Rec:7.08e-04 	 Color:1.15e-01 	Time: 0.64
epoch 2250:	style:1.94e-02 	 Rec:1.29e-03 	 Color:1.16e-01 	Time: 0.64
epoch 2300:	style:1.72e-02 	 Rec:1.21e-03 	 Color:1.19e-01 	Time: 0.63
epoch 2350:	style:2.20e-02 	 Rec:9.01e-04 	 Color:1.17e-01 	Time: 0.63
epoch 2400:	style:2.04e-02 	 Rec:1.44e-03 	 Color:1.06e-01 	Time: 0.66
epoch 2450:	style:1.93e-02 	 Rec:7.62e-04 	 Color:1.04e-01 	Time: 0.64
epoch 2500:	style:2.24e-02 	 Rec:7.16e-04 	 Color:1.07e-01 	Time: 0.64
epoch 2550:	style:1.97e-02 	 Rec:6.08e-04 	 Color:1.09e-01 	Time: 0.63
epoch 2600:	style:2.19e-02 	 Rec:7.73e-04 	 Color:1.06e-01 	Time: 0.63
epoch 2650:	style:2.07e-02 	 Rec:6.87e-04 	 Color:1.01e-01 	Time: 0.63
epoch 2700:	style:1.96e-02 	 Rec:8.54e-04 	 Color:9.64e-02 	Time: 0.64
epoch 2750:	style:1.82e-02 	 Rec:6.11e-04 	 Color:1.02e-01 	Time: 0.64
epoch 2800:	style:1.95e-02 	 Rec:1.00e-03 	 Color:1.02e-01 	Time: 0.64
epoch 2850:	style:1.84e-02 	 Rec:6.91e-04 	 Color:9.87e-02 	Time: 0.63
epoch 2900:	style:1.93e-02 	 Rec:9.23e-04 	 Color:1.13e-01 	Time: 0.63
epoch 2950:	style:1.65e-02 	 Rec:9.26e-04 	 Color:1.05e-01 	Time: 0.63
epoch 3000:	style:1.73e-02 	 Rec:5.73e-04 	 Color:1.03e-01 	Time: 0.63
epoch 3050:	style:1.59e-02 	 Rec:9.62e-04 	 Color:1.01e-01 	Time: 0.64
epoch 3100:	style:1.89e-02 	 Rec:8.27e-04 	 Color:9.22e-02 	Time: 0.63
epoch 3150:	style:2.11e-02 	 Rec:9.07e-04 	 Color:8.79e-02 	Time: 0.63
epoch 3200:	style:1.62e-02 	 Rec:8.70e-04 	 Color:9.64e-02 	Time: 0.63
epoch 3250:	style:1.82e-02 	 Rec:9.00e-04 	 Color:1.00e-01 	Time: 0.63
epoch 3300:	style:1.83e-02 	 Rec:7.66e-04 	 Color:1.05e-01 	Time: 0.63
epoch 3350:	style:2.05e-02 	 Rec:6.63e-04 	 Color:9.53e-02 	Time: 0.64
epoch 3400:	style:1.71e-02 	 Rec:4.53e-04 	 Color:1.03e-01 	Time: 0.64
epoch 3450:	style:1.81e-02 	 Rec:7.24e-04 	 Color:9.28e-02 	Time: 0.63
epoch 3500:	style:1.71e-02 	 Rec:6.87e-04 	 Color:1.00e-01 	Time: 0.63
epoch 3550:	style:1.72e-02 	 Rec:8.62e-04 	 Color:1.04e-01 	Time: 0.63
epoch 3600:	style:1.96e-02 	 Rec:8.35e-04 	 Color:8.78e-02 	Time: 0.63
epoch 3650:	style:1.98e-02 	 Rec:6.46e-04 	 Color:9.28e-02 	Time: 0.64
epoch 3700:	style:1.80e-02 	 Rec:5.88e-04 	 Color:9.32e-02 	Time: 0.63
epoch 3750:	style:1.78e-02 	 Rec:5.07e-04 	 Color:9.41e-02 	Time: 0.63
epoch 3800:	style:1.74e-02 	 Rec:7.85e-04 	 Color:1.01e-01 	Time: 0.63
epoch 3850:	style:1.71e-02 	 Rec:7.82e-04 	 Color:8.85e-02 	Time: 0.63
epoch 3900:	style:1.78e-02 	 Rec:4.80e-04 	 Color:9.88e-02 	Time: 0.63
epoch 3950:	style:1.84e-02 	 Rec:6.98e-04 	 Color:8.66e-02 	Time: 0.64
epoch 4000:	style:1.64e-02 	 Rec:6.03e-04 	 Color:1.00e-01 	Time: 0.63
epoch 4050:	style:1.61e-02 	 Rec:7.29e-04 	 Color:9.17e-02 	Time: 0.63
epoch 4100:	style:1.65e-02 	 Rec:5.43e-04 	 Color:9.05e-02 	Time: 0.63
epoch 4150:	style:1.72e-02 	 Rec:4.40e-04 	 Color:9.51e-02 	Time: 0.64
epoch 4200:	style:1.59e-02 	 Rec:6.12e-04 	 Color:8.92e-02 	Time: 0.63
epoch 4250:	style:1.44e-02 	 Rec:4.65e-04 	 Color:8.20e-02 	Time: 0.64
epoch 4300:	style:1.63e-02 	 Rec:6.36e-04 	 Color:8.56e-02 	Time: 0.63
epoch 4350:	style:1.64e-02 	 Rec:6.65e-04 	 Color:9.72e-02 	Time: 0.63
epoch 4400:	style:1.86e-02 	 Rec:5.22e-04 	 Color:1.01e-01 	Time: 0.63
epoch 4450:	style:1.69e-02 	 Rec:7.25e-04 	 Color:9.12e-02 	Time: 0.63
epoch 4500:	style:1.70e-02 	 Rec:4.65e-04 	 Color:8.78e-02 	Time: 0.63
epoch 4550:	style:1.72e-02 	 Rec:7.06e-04 	 Color:8.85e-02 	Time: 0.63
epoch 4600:	style:1.85e-02 	 Rec:6.05e-04 	 Color:7.61e-02 	Time: 0.63
epoch 4650:	style:1.80e-02 	 Rec:5.05e-04 	 Color:8.83e-02 	Time: 0.63
epoch 4700:	style:1.73e-02 	 Rec:5.43e-04 	 Color:8.57e-02 	Time: 0.63
epoch 4750:	style:1.82e-02 	 Rec:5.27e-04 	 Color:8.85e-02 	Time: 0.63
